sample_id,target,prediction,correct,confidence
PermanentCrop_2235.jpg,6,2,False,0.7683320045471191
PermanentCrop_2249.jpg,6,2,False,0.971074104309082
PermanentCrop_375.jpg,6,2,False,0.6332722306251526
PermanentCrop_18.jpg,6,2,False,0.9809491038322449
PermanentCrop_1734.jpg,6,2,False,0.8083794713020325
PermanentCrop_2469.jpg,6,2,False,0.9069871306419373
PermanentCrop_605.jpg,6,2,False,0.9100601077079773
PermanentCrop_679.jpg,6,2,False,0.9972720742225647
PermanentCrop_263.jpg,6,2,False,0.6467021703720093
PermanentCrop_2443.jpg,6,2,False,0.5056993961334229
PermanentCrop_1762.jpg,6,2,False,0.817760705947876
PermanentCrop_2108.jpg,6,2,False,0.9738465547561646
PermanentCrop_661.jpg,6,2,False,0.9929177761077881
PermanentCrop_1601.jpg,6,2,False,0.9276506900787354
PermanentCrop_536.jpg,6,2,False,0.7283335328102112
PermanentCrop_1440.jpg,6,2,False,0.7379659414291382
PermanentCrop_1608.jpg,6,2,False,0.9047669172286987
PermanentCrop_2359.jpg,6,2,False,0.8994470238685608
PermanentCrop_566.jpg,6,2,False,0.7117940783500671
PermanentCrop_1092.jpg,6,2,False,0.6199229955673218
PermanentCrop_1328.jpg,6,2,False,0.986967146396637
PermanentCrop_2007.jpg,6,2,False,0.7543200850486755
PermanentCrop_982.jpg,6,0,False,0.6192809343338013
PermanentCrop_1446.jpg,6,2,False,0.9772183895111084
PermanentCrop_1020.jpg,6,2,False,0.7404155731201172
PermanentCrop_2262.jpg,6,2,False,0.79777592420578
PermanentCrop_667.jpg,6,2,False,0.8442397117614746
PermanentCrop_1192.jpg,6,2,False,0.7816078662872314
PermanentCrop_946.jpg,6,2,False,0.6437892913818359
PermanentCrop_1172.jpg,6,2,False,0.9302821159362793
PermanentCrop_817.jpg,6,2,False,0.9680228233337402
PermanentCrop_2144.jpg,6,2,False,0.564078152179718
PermanentCrop_1374.jpg,6,2,False,0.7806548476219177
PermanentCrop_1926.jpg,6,2,False,0.41518908739089966
PermanentCrop_616.jpg,6,2,False,0.7292524576187134
PermanentCrop_2446.jpg,6,2,False,0.7567055225372314
PermanentCrop_1477.jpg,6,2,False,0.8367821574211121
PermanentCrop_2036.jpg,6,0,False,0.572144627571106
PermanentCrop_1655.jpg,6,5,False,0.626555323600769
PermanentCrop_53.jpg,6,2,False,0.5968626737594604
PermanentCrop_789.jpg,6,2,False,0.8220705986022949
PermanentCrop_917.jpg,6,2,False,0.5308063626289368
PermanentCrop_672.jpg,6,2,False,0.8786024451255798
PermanentCrop_384.jpg,6,2,False,0.6945546269416809
PermanentCrop_2179.jpg,6,2,False,0.8234409093856812
PermanentCrop_1527.jpg,6,2,False,0.6418297290802002
PermanentCrop_456.jpg,6,2,False,0.6825029850006104
PermanentCrop_2194.jpg,6,2,False,0.8338377475738525
PermanentCrop_547.jpg,6,2,False,0.791778028011322
PermanentCrop_464.jpg,6,2,False,0.7042668461799622
PermanentCrop_1088.jpg,6,2,False,0.7854325175285339
PermanentCrop_1216.jpg,6,2,False,0.7135301232337952
PermanentCrop_1754.jpg,6,1,False,0.7774339318275452
PermanentCrop_1483.jpg,6,2,False,0.928366482257843
PermanentCrop_2312.jpg,6,2,False,0.6423341035842896
PermanentCrop_1090.jpg,6,2,False,0.7162857055664062
PermanentCrop_2411.jpg,6,2,False,0.45154836773872375
PermanentCrop_2489.jpg,6,0,False,0.5522514581680298
PermanentCrop_179.jpg,6,2,False,0.6589718461036682
PermanentCrop_1543.jpg,6,2,False,0.5958808660507202
PermanentCrop_2278.jpg,6,2,False,0.8141153454780579
Industrial_1647.jpg,4,2,False,0.7750709652900696
Industrial_1589.jpg,4,6,False,0.6619732975959778
Industrial_180.jpg,4,3,False,0.7049821615219116
Industrial_2073.jpg,4,3,False,0.9094512462615967
Industrial_1119.jpg,4,7,False,0.5560542941093445
Industrial_2255.jpg,4,3,False,0.9639299511909485
Industrial_338.jpg,4,6,False,0.9034934639930725
Highway_506.jpg,3,4,False,0.9178289771080017
Highway_2298.jpg,3,4,False,0.968985378742218
Highway_314.jpg,3,4,False,0.6020845770835876
Highway_1508.jpg,3,4,False,0.9986050724983215
Highway_1882.jpg,3,8,False,0.5778001546859741
Highway_2481.jpg,3,4,False,0.9862275719642639
Highway_1317.jpg,3,4,False,0.8873047828674316
Highway_200.jpg,3,4,False,0.7688430547714233
Highway_1307.jpg,3,8,False,0.9654125571250916
Highway_669.jpg,3,4,False,0.6188257932662964
HerbaceousVegetation_12.jpg,2,1,False,0.6301864981651306
HerbaceousVegetation_641.jpg,2,8,False,0.8093640804290771
HerbaceousVegetation_2532.jpg,2,0,False,0.5816361308097839
HerbaceousVegetation_1275.jpg,2,1,False,0.7719506621360779
HerbaceousVegetation_60.jpg,2,0,False,0.9865753054618835
HerbaceousVegetation_1613.jpg,2,8,False,0.5924501419067383
HerbaceousVegetation_1976.jpg,2,6,False,0.998634397983551
HerbaceousVegetation_1420.jpg,2,0,False,0.5093979239463806
HerbaceousVegetation_170.jpg,2,6,False,0.6461401581764221
HerbaceousVegetation_2909.jpg,2,4,False,0.7881113290786743
HerbaceousVegetation_435.jpg,2,8,False,0.7194954752922058
HerbaceousVegetation_847.jpg,2,3,False,0.9484879970550537
HerbaceousVegetation_1682.jpg,2,0,False,0.8855406641960144
HerbaceousVegetation_2907.jpg,2,9,False,0.9673171043395996
HerbaceousVegetation_563.jpg,2,0,False,0.6818988919258118
HerbaceousVegetation_2113.jpg,2,8,False,0.40895259380340576
HerbaceousVegetation_1289.jpg,2,8,False,0.8973194360733032
HerbaceousVegetation_509.jpg,2,6,False,0.6936202049255371
HerbaceousVegetation_480.jpg,2,1,False,0.8104916214942932
HerbaceousVegetation_1223.jpg,2,1,False,0.7307330965995789
HerbaceousVegetation_2491.jpg,2,1,False,0.9711324572563171
HerbaceousVegetation_204.jpg,2,0,False,0.958720862865448
HerbaceousVegetation_458.jpg,2,1,False,0.9966390132904053
HerbaceousVegetation_1375.jpg,2,1,False,0.9121614694595337
HerbaceousVegetation_2344.jpg,2,0,False,0.557583212852478
HerbaceousVegetation_2343.jpg,2,6,False,0.9460203051567078
HerbaceousVegetation_2558.jpg,2,9,False,0.992048442363739
HerbaceousVegetation_2145.jpg,2,7,False,0.41471999883651733
HerbaceousVegetation_1895.jpg,2,1,False,0.6460316181182861
HerbaceousVegetation_1101.jpg,2,6,False,0.8844367861747742
HerbaceousVegetation_2068.jpg,2,0,False,0.8099657297134399
HerbaceousVegetation_369.jpg,2,4,False,0.9825962781906128
HerbaceousVegetation_2719.jpg,2,1,False,0.9779229164123535
HerbaceousVegetation_1567.jpg,2,8,False,0.7490448355674744
HerbaceousVegetation_2573.jpg,2,6,False,0.5909351706504822
HerbaceousVegetation_104.jpg,2,1,False,0.9801438450813293
HerbaceousVegetation_1248.jpg,2,1,False,0.9606221318244934
HerbaceousVegetation_337.jpg,2,6,False,0.9352534413337708
HerbaceousVegetation_2791.jpg,2,9,False,0.684812068939209
HerbaceousVegetation_2822.jpg,2,0,False,0.45198002457618713
HerbaceousVegetation_2450.jpg,2,1,False,0.6638794541358948
HerbaceousVegetation_1545.jpg,2,0,False,0.904620349407196
HerbaceousVegetation_268.jpg,2,5,False,0.6600928902626038
HerbaceousVegetation_2481.jpg,2,0,False,0.7755255699157715
HerbaceousVegetation_1189.jpg,2,3,False,0.7438914775848389
HerbaceousVegetation_2501.jpg,2,6,False,0.648712158203125
HerbaceousVegetation_2366.jpg,2,4,False,0.7756043672561646
HerbaceousVegetation_2242.jpg,2,1,False,0.9912194609642029
HerbaceousVegetation_192.jpg,2,4,False,0.5988127589225769
HerbaceousVegetation_2624.jpg,2,6,False,0.6762176156044006
HerbaceousVegetation_986.jpg,2,4,False,0.8358486294746399
HerbaceousVegetation_525.jpg,2,1,False,0.5863673090934753
HerbaceousVegetation_2689.jpg,2,1,False,0.9524264335632324
HerbaceousVegetation_66.jpg,2,1,False,0.997882068157196
HerbaceousVegetation_14.jpg,2,8,False,0.7926537394523621
HerbaceousVegetation_1902.jpg,2,1,False,0.9931259155273438
HerbaceousVegetation_1979.jpg,2,0,False,0.9720520377159119
HerbaceousVegetation_1058.jpg,2,9,False,0.9284734129905701
HerbaceousVegetation_2873.jpg,2,6,False,0.6468421220779419
HerbaceousVegetation_2401.jpg,2,4,False,0.5869596004486084
HerbaceousVegetation_294.jpg,2,6,False,0.8254912495613098
HerbaceousVegetation_152.jpg,2,9,False,0.6534140706062317
HerbaceousVegetation_990.jpg,2,6,False,0.5724654793739319
HerbaceousVegetation_1397.jpg,2,0,False,0.9328910112380981
HerbaceousVegetation_1257.jpg,2,6,False,0.5029668211936951
HerbaceousVegetation_1191.jpg,2,6,False,0.4772161841392517
HerbaceousVegetation_1140.jpg,2,1,False,0.9011130928993225
HerbaceousVegetation_167.jpg,2,1,False,0.7323376536369324
HerbaceousVegetation_2607.jpg,2,4,False,0.9527125358581543
HerbaceousVegetation_459.jpg,2,0,False,0.9272314310073853
HerbaceousVegetation_1526.jpg,2,7,False,0.7814449667930603
HerbaceousVegetation_2394.jpg,2,7,False,0.5870742797851562
HerbaceousVegetation_886.jpg,2,1,False,0.6583707332611084
HerbaceousVegetation_1926.jpg,2,7,False,0.5809609889984131
HerbaceousVegetation_486.jpg,2,9,False,0.7315504550933838
HerbaceousVegetation_2672.jpg,2,0,False,0.7187590599060059
HerbaceousVegetation_1016.jpg,2,5,False,0.6393463015556335
HerbaceousVegetation_2751.jpg,2,0,False,0.5426701307296753
HerbaceousVegetation_539.jpg,2,1,False,0.8202316164970398
HerbaceousVegetation_2259.jpg,2,1,False,0.9069334864616394
HerbaceousVegetation_813.jpg,2,6,False,0.6139512658119202
HerbaceousVegetation_545.jpg,2,8,False,0.5251652002334595
HerbaceousVegetation_1268.jpg,2,7,False,0.6414574980735779
HerbaceousVegetation_233.jpg,2,6,False,0.9262561202049255
HerbaceousVegetation_930.jpg,2,6,False,0.698631763458252
HerbaceousVegetation_1756.jpg,2,6,False,0.5375576615333557
HerbaceousVegetation_1565.jpg,2,1,False,0.9782514572143555
HerbaceousVegetation_771.jpg,2,0,False,0.9745789170265198
HerbaceousVegetation_1261.jpg,2,6,False,0.6803633570671082
HerbaceousVegetation_1345.jpg,2,0,False,0.8936206102371216
HerbaceousVegetation_1890.jpg,2,6,False,0.7624467611312866
HerbaceousVegetation_2954.jpg,2,4,False,0.9869484901428223
HerbaceousVegetation_1846.jpg,2,4,False,0.9476902484893799
HerbaceousVegetation_1171.jpg,2,8,False,0.9470515847206116
HerbaceousVegetation_861.jpg,2,6,False,0.7364813089370728
HerbaceousVegetation_1448.jpg,2,6,False,0.950898289680481
HerbaceousVegetation_1873.jpg,2,9,False,0.9589652419090271
HerbaceousVegetation_2175.jpg,2,4,False,0.9920015335083008
HerbaceousVegetation_2603.jpg,2,7,False,0.7062548995018005
HerbaceousVegetation_1986.jpg,2,8,False,0.9970955848693848
HerbaceousVegetation_90.jpg,2,6,False,0.6292208433151245
HerbaceousVegetation_2676.jpg,2,4,False,0.7459141612052917
HerbaceousVegetation_48.jpg,2,6,False,0.6250056028366089
HerbaceousVegetation_1550.jpg,2,1,False,0.9307757616043091
HerbaceousVegetation_2023.jpg,2,6,False,0.6256967782974243
HerbaceousVegetation_743.jpg,2,4,False,0.8509365320205688
HerbaceousVegetation_1473.jpg,2,8,False,0.6077686548233032
HerbaceousVegetation_2671.jpg,2,6,False,0.8460291028022766
HerbaceousVegetation_1651.jpg,2,1,False,0.9986059069633484
HerbaceousVegetation_2660.jpg,2,6,False,0.5293145179748535
HerbaceousVegetation_1775.jpg,2,1,False,0.8841772675514221
HerbaceousVegetation_561.jpg,2,1,False,0.8775361180305481
HerbaceousVegetation_676.jpg,2,6,False,0.5320761203765869
HerbaceousVegetation_442.jpg,2,4,False,0.9878267645835876
HerbaceousVegetation_2350.jpg,2,7,False,0.6667870879173279
HerbaceousVegetation_2274.jpg,2,6,False,0.517864465713501
HerbaceousVegetation_1707.jpg,2,6,False,0.8575621843338013
HerbaceousVegetation_839.jpg,2,9,False,0.5811806321144104
HerbaceousVegetation_513.jpg,2,0,False,0.9360322952270508
HerbaceousVegetation_265.jpg,2,1,False,0.8955098390579224
HerbaceousVegetation_341.jpg,2,8,False,0.8668087124824524
HerbaceousVegetation_2118.jpg,2,6,False,0.9395152926445007
HerbaceousVegetation_2882.jpg,2,8,False,0.6901059746742249
HerbaceousVegetation_1038.jpg,2,0,False,0.47593751549720764
HerbaceousVegetation_1160.jpg,2,6,False,0.9258748888969421
HerbaceousVegetation_1270.jpg,2,9,False,0.4890603721141815
HerbaceousVegetation_1205.jpg,2,6,False,0.7214616537094116
HerbaceousVegetation_207.jpg,2,4,False,0.8993023633956909
HerbaceousVegetation_2088.jpg,2,9,False,0.49035385251045227
HerbaceousVegetation_904.jpg,2,4,False,0.7396286129951477
HerbaceousVegetation_2495.jpg,2,4,False,0.41156476736068726
HerbaceousVegetation_1697.jpg,2,8,False,0.7537263035774231
HerbaceousVegetation_2025.jpg,2,8,False,0.6164437532424927
